zip,path_in_zip,size_bytes,extension,category,decision,reasons,sha256
Source - 2.zip,Source/Core/SystemIntegrityTest.h,11205,.h,code/config,keep,,b51f2ea22d9366956a99e0b00cc530a2a5ca51294ac5791e68ae1d4102a0834f
Source - 2.zip,Source/Core/TapeSpeed.cpp,6745,.cpp,code/config,keep,,089f309616a010200af6df2eb1f91894fbd4099b1923db032fad04b1a9cbdc3d
Source - 2.zip,Source/Core/TapeSpeed.h,2167,.h,code/config,keep,,ddfb08535ccbce4a6e2b116d27b6ce60ed46fc2c71110dddd2f88fd0c43e5a30
Source - 2.zip,Source/Core/ThreadSafePaintEngine.h,5754,.h,code/config,keep,,ca7e30e3ec403f320472d73dbcd4eaf47aafd64261eafd0485b85303c7fd9959
Source - 2.zip,Source/Core/ThreadSafetyTests.cpp,18999,.cpp,code/config,keep,,fb0d5c9a4f4033db41f6dfd28a532b01baeb37cc9376d19d88350324bfb9809e
Source - 2.zip,Source/Core/TiledAtlas.cpp,7365,.cpp,code/config,keep,,348bd82b1392b856ccc48f09301a002623bb8d078914c5519a649fddc892448d
Source - 2.zip,Source/Core/TiledAtlas.h,4646,.h,code/config,keep,,b46e2337baeb51afe5b9646829de1f22a6daf7119f2e237703282cc8a3ab7275
Source - 2.zip,Source/Core/TimeUtils.h,1267,.h,code/config,keep,,c3bed0c8a7c326568600ec4d8c870c438e797a34c2a99e4ef282e50eb3be69af
Source - 2.zip,Source/Core/TransientDetector.h,4087,.h,code/config,keep,,7798ea6a97f16d95c05f8e1d90889af53ff2448da923870f2827c322bfccb523
Source - 2.zip,Source/Core/TransportMapping.h,1000,.h,code/config,keep,,f3d9f2a0afc82bfac44827e649cbb386ca7e740be65907dc0351dbf30aa787a8
Source - 2.zip,Source/Core/TubeStage.cpp,9076,.cpp,code/config,keep,,f9e18fe3b370d9b0e50a6fa1125ba1d43f7fc63228f387016bb6ebd319417762
Source - 2.zip,Source/Core/TubeStage.h,3539,.h,code/config,keep,,015110309cfe1b1cf52c4da1e895633f8777c03281e809605b6ed696814f503e
Source - 2.zip,Source/Core/UndoableActions.h,12255,.h,code/config,keep,,b59ef4eb7f6a7ab8a3d19f3618c6bc9530f393cd8eabc382852188ba07d27230
Source - 2.zip,Source/Core/VisualFeedbackEngine.cpp,34418,.cpp,code/config,keep,,8fefb9780e0652288b270dc24ff18eac7de4f9d5354ad393e1106ab20aac7ab6
Source - 2.zip,Source/Core/VisualFeedbackEngine.h,15193,.h,code/config,keep,,84d6398800a884270a359379e80cee3e84aed8112858b0b3430e0afc41cbf290
Source - 2.zip,Source/docs/about,13533,<none>,other,keep,,73a039ba1e100fa8575f966ce20186b5668ae8989cfd7afa993ea2a861786224
Source - 2.zip,Source/docs/about.txt,13533,.txt,docs,junk,duplicate of Source - 2.zip::Source/docs/about,73a039ba1e100fa8575f966ce20186b5668ae8989cfd7afa993ea2a861786224
Source - 2.zip,Source/docs/AI_Mockup_Prompts.md,3914,.md,docs,keep,,08847c001e911c140e1f3a5bf5171d5f832843a5f47fff9697f84501e08c530f
Source - 2.zip,Source/docs/BEATMAKER_UI_STRATEGY.md,11345,.md,docs,keep,,8c1c5fe1d1ac9b1addebcc7ee84e8953bb3338abd40fe1d8a07821acfbe91453
Source - 2.zip,Source/docs/CLAUDE.md,1115,.md,docs,keep,,f94a170485438d146cc2ece15be4b873d4805e71efeedd29020ee1c6f9554eac
Source - 2.zip,Source/docs/DEVJOURNAL.md,717,.md,docs,keep,,ebcdc7517c50669b5cfc99ea5d841119e12c4534f37a4caedef1ecd6062cdac2
Source - 2.zip,Source/docs/how would it work,13664,<none>,other,keep,,4c53640ec828de1dfe0166ac1636284903b84139ee5eafc605b481609103119b
Source - 2.zip,Source/docs/how would it work.txt,13664,.txt,docs,junk,duplicate of Source - 2.zip::Source/docs/how would it work,4c53640ec828de1dfe0166ac1636284903b84139ee5eafc605b481609103119b
Source - 2.zip,Source/docs/INTEGRATION_COMPLETE.md,7348,.md,docs,keep,,e9c03655273fa3683bca0bb2b1d20718f40a8d6143edd3dfb3f01c70466ead8e
Source - 2.zip,Source/docs/Metasynth and Composer Desktop Pro features.docx,5002158,.docx,docs,keep,,b81e8f90a65e5f6a4f997f52494e90916c8990bf25cc852d6654648c7c79e51a
Source - 2.zip,Source/docs/PaintEngine_README.md,7269,.md,docs,keep,,d0aa049bfa9a547607e5ba3d198ab285d68e8ebd1d92048c49b4d44386e8672b
Source - 2.zip,Source/docs/plan.md,31454,.md,docs,keep,,19a514c5b50db492088cc2971987c6cc3b4fba76e8e85d36b77acc4622412a63
Source - 2.zip,Source/docs/read this,16702,<none>,other,keep,,8b5c47461884933405fd216cb9b0eb148e0b29787fbdf1b65a10d4651b932ec3
Source - 2.zip,Source/docs/read this.txt,16702,.txt,docs,junk,duplicate of Source - 2.zip::Source/docs/read this,8b5c47461884933405fd216cb9b0eb148e0b29787fbdf1b65a10d4651b932ec3
Source - 2.zip,Source/docs/README.md,22765,.md,docs,keep,,0d616161eb059de5860ef3997f725845bb52265209254e15ef243c9d718ceab9
Source - 2.zip,Source/docs/ROADMAP.md,1477,.md,docs,keep,,4279895bc9ab353d85d7785180c20a15679523fd8edad5c8840cd9c29c41369a
Source - 2.zip,Source/docs/SORA_UI_PROMPT.md,1048,.md,docs,keep,,cc2df7439da21cf7ba6a16a913782a0a93007cae17c5c0efe4b1a27ce8bd3686
Source - 2.zip,Source/docs/status.md,4958,.md,docs,keep,,586441d5bb23ae8f4cc219c9a3a238e7216fbe6d93c529da9ad6604474e35809
Source - 2.zip,Source/docs/Summary.txt,22782,.txt,docs,keep,,f23158908565b3954894b849749566d43a097d5bd968976e183ce9654776b6cc
Source - 2.zip,Source/docs/UI_DESIGN_PROMPT.md,4435,.md,docs,keep,,167109bddb192338e3ef885511ba55da1b5aef82e991d6046e0de20325d4edbd
Source - 2.zip,Source/docs/Visual_Interface_Mockup.md,14768,.md,docs,keep,,344fca5e4f06843269d7c18cd04a8877ea77d0bbd991a3cc3bb4b571139e5181
Source - 2.zip,Source/docs/WORKFLOW.md,857,.md,docs,keep,,03e0546ebb693745c6b26ea5a9ee129893ec7ddd41ed4861fb50935c9eece6bf
Source - 2.zip,Source/docs/~$tasynth and Composer Desktop Pro features.docx,162,.docx,docs,keep,,4417cfe854d993b71f0e924ff6391f98cee5cdfcead38616e75eacfd8c2e7f3f
Source - 2.zip,Source/docs/● COMPREHENSIVE CODE REVIEW ARTEFAC.txt,6667,.txt,docs,keep,,b4f97c3b3d4de6d28d0f49f90f7a6103b097d31aeabe1072949e0873b17fecbe
Source - 2.zip,Source/DSP/SpectralProcessor.cpp,0,.cpp,code/config,junk,zero-byte file,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Source - 2.zip,Source/DSP/TubeStage.h,720,.h,code/config,keep,,ab0169371247b6a08fffcf30262615c47aa218e4dc72df495541b02419977e3a
Source - 2.zip,Source/DSP/ZPlane/ZPlaneCoefficientBank.cpp,877,.cpp,code/config,keep,,ed33837e2c715e16b7a0832054fd1c7ebffedb115c8ba9d5f0bd0ec0bbebbe23
Source - 2.zip,Source/DSP/ZPlane/ZPlaneCoefficientBank.h,1478,.h,code/config,keep,,e6132dd607205a88f57af5b6e96f07004dcdc3b22b40ca8e9b99e350a630e708
Source - 2.zip,Source/DSP/ZPlane/ZPlaneLogFreqLUT.h,1231,.h,code/config,keep,,6648a299ea1b50f1fa57b9a3ee0672ff5af25fecc7d253bbdc819c44fa5199db
Source - 2.zip,Source/DSP/ZPlane/ZPlaneSpectralMask.cpp,5993,.cpp,code/config,keep,,211d544d6fd3fae53c2d7d7e505338df14fd39661d53990fc7ae0024c3854d05
Source - 2.zip,Source/DSP/ZPlane/ZPlaneSpectralMask.h,2337,.h,code/config,keep,,2baf55794c320fe527ec7910f8516fbdcfe2a3cb43477ea3f1de89dc4cd5fdab
Source - 2.zip,Source/DSP/ZPlane/ZPlaneUtils.h,1138,.h,code/config,keep,,eedc550a3dde21981027ccf95fa00ddc647fe9dac1ec39d508d8ff2236e7ece7
Source - 2.zip,Source/gpu/DeviceResilience.h,2096,.h,code/config,keep,,4f924d0dc9b6d98d305147b3bcbf4e97c8b1ad7f9415049f8f1be7c2ca2fd994
Source - 2.zip,Source/GUI/components/MeterView.cpp,1169,.cpp,code/config,keep,,3dd706d6d38dc796a6a55cda170191f5c9d1feae649f9c653b4727bf752ac8e1
Source - 2.zip,Source/GUI/components/MeterView.h,493,.h,code/config,keep,,17fb7b5871b211e6554bc7ed4446b02d7768567fada4dcb7d984824052ee91dd
Source - 2.zip,Source/GUI/MinimalTopStrip.h,2400,.h,code/config,keep,,91632ec76b947b13e3afc5af86d4b162fd5c71c68e7a7682bdd62ce2e3764604
Source - 2.zip,Source/Main.cpp,102,.cpp,code/config,keep,,c6f661dff8320a1d0d84caaf72c558742595d2524aafa44ca3a38bd70395ce80
Source - 2.zip,Source/MainEMU.cpp,6648,.cpp,code/config,keep,,610d705251e755f6fb218847b72f834487aedc06d2b4735e654d1a6c49923a7d
Source - 2.zip,Source/Main_Minimal.cpp,1869,.cpp,code/config,keep,,f5852e25339bfe69778cb464bb41be270183b42312fef760cfcab88d58db502c
Source - 2.zip,Source/OfflineRender.cpp,10977,.cpp,code/config,keep,,5f9520262a26d4741dd815fb3f89d32bfbb0e1304aac566fefef1c097718a354
Source - 2.zip,Source/PaintControlPanel.h,5357,.h,code/config,keep,,fbcd542a271b3b77ae72cda12ffb7c7579dd78bf34377ee532d1c7f96beeec1f
Source - 2.zip,Source/PaintEngine.h,23721,.h,code/config,keep,,dbf9bdd3f5e82e9771d4fec4fa90e9d0b12e83f2009cc2f44f36e31ec40d3687
Source - 2.zip,Source/PaintQueue.h,4437,.h,code/config,keep,,f36a4ed1171c74349ad43d6d36651eae32cd371e3703d7082033334fbc9f40c1
Source - 2.zip,Source/ParameterBridge.h,751,.h,code/config,junk,duplicate of Source - 2.zip::Source/Core/ParameterBridge.h,a7b0b40ca269e0f2bfc80a31d592d39349735955d1a3748e3b0772d17755790d
Source - 2.zip,Source/ParamIDs.h,2632,.h,code/config,keep,,742ba63dc21e494afb491d35e21e3b84dc542778a697622dc8c28debaabd89e9
Source - 2.zip,Source/PluginMinimal/PluginProcessor.cpp,1907,.cpp,code/config,keep,,6e766e40553bf9c3662f2f1c62ca53f0f684fb6876845165c77d48480fddec6f
Source - 2.zip,Source/PluginMinimal/PluginProcessor.h,1810,.h,code/config,keep,,076cab2913e2e15ca34336c71ecb993f87db7de576e1a0d2008e4e1d8e06f554
Source - 2.zip,Source/ProfessionalErrorDialog.cpp,10770,.cpp,code/config,keep,,6f79c307f5b1bf562fa269af560d8cc4578b47bded74833135f8da65c93c2b2e
Source - 2.zip,Source/ProfessionalErrorDialog.h,2925,.h,code/config,keep,,51a1517d9a90a77a1ecde52a47b12c41fe726915c68dd3ae3bad7fd986163460
Source - 2.zip,Source/ProfessionalKeyboardShortcuts.cpp,14666,.cpp,code/config,keep,,7b2e18161fdd859f724eea583945fb417c6a48c5a96f079a4a1dd780aab2f4bc
Source - 2.zip,Source/ProfessionalKeyboardShortcuts.h,5925,.h,code/config,keep,,a7ea072d3cf6aafbe19a032abf36c7f7b42c5e10c30ce7c952ef47e2d73c47d6
Source - 2.zip,Source/SoundRenderer.cpp,976,.cpp,code/config,keep,,060587f7cf627da9e86517f49d61077b8ab3f4cf3aed92ac226877160483f75c
Source - 2.zip,Source/SoundRenderer.h,271,.h,code/config,keep,,4ee8939efa032cfdd5cb773bfe182eb8cffe1d094c9710f999833afc32389f2c
Source - 2.zip,Source/Spectral/STFTEngine.cpp,1484,.cpp,code/config,keep,,8e439a29033e3d3489e1de630e1113745e30463a5262cb5d98fa99d46fac1488
Source - 2.zip,Source/Spectral/STFTEngine.h,704,.h,code/config,keep,,4ab7aa5920e146909d2fe0bc56d87816fdbc2c9fbd181fb3525268175d84bae6
Source - 2.zip,Source/SpectralCanvasApp.h,2230,.h,code/config,keep,,d5e7f06336d627e72194c0f85540ad2845af915d31ba287d350ef21511adef82
Source - 2.zip,Source/SpectralCanvasProAudioProcessor.cpp,46129,.cpp,code/config,keep,,9dd03d47a0f816a0bee98991cd0c0162d67e1b369edb170525ec30fb2abc92fa
Source - 2.zip,Source/SpectralCanvasProAudioProcessor.h,20630,.h,code/config,keep,,7f45d5a5404de31863bf347bbbd0595bf41f5735d8a555d0c0706cb8c15a43df
Source - 2.zip,Source/SpectralCanvasProEditor.cpp,4552,.cpp,code/config,keep,,5110093a8f178dcb563147d7900bb4d57f80b93b7089e81ead9d7068c4abe178
Source - 2.zip,Source/SpectralCanvasProEditor.h,2108,.h,code/config,keep,,2350bec5d8bf957d448853ceb2ca8e9433d2b182f88f0d312eecdaea14f1727f
Source - 2.zip,Source/SpectralPaintProcessor.cpp,4098,.cpp,code/config,keep,,7f53ba55ff30e435a049ae709015ad0be95beef52870ded0fc2ddca7ffc07144
Source - 2.zip,Source/SpectralPaintProcessor.h,3908,.h,code/config,keep,,ed909a0beb3a0caf564d77db5994646d8d68b888b0346a75eb4652b087e5aadd
Source - 2.zip,Source/TrackerDrumSequencer.h,7889,.h,code/config,keep,,ca7c9a5345b421c6354d06a015a6c52088a6d26e0f488d18ab214bb15f488de2
Source - 2.zip,Source/TrackerPatternComponent.cpp,26738,.cpp,code/config,keep,,112385fdea7e6f13a96413ccfd1cff2182b696b595a49ae082f5697cf305e81c
Source - 2.zip,Source/TrackerPatternComponent.h,9589,.h,code/config,keep,,740f4dc48ddea5ca40ab70cd4ac08d7f5968f9d80038dc01850e403679b78f61
Source - 2.zip,Source/UI/SpectralCanvasProEditor.cpp,629,.cpp,code/config,keep,,fb8cff7590dcbc225e3d6079bd462790861804eb3c4f344e6c106d33fe728015
Source - 2.zip,Source/UI/SpectralCanvasProEditor.h,481,.h,code/config,keep,,eddddd679747ea83e11317e4ba239f8de930693d58fe3db2fd5865bad5ff012d
Source - 2.zip,Source/VintageProLookAndFeel.cpp,17837,.cpp,code/config,keep,,3481b002b660c54783c3233c920f4098a5e6fc222be46b3c29746c228b4b4eea
Source - 2.zip,Source/VintageProLookAndFeel.h,6069,.h,code/config,keep,,e7d33d7261f57f916f874f479e57d77b8f99df4e2bbd06b76b59334310bf3d6a
emu_extracted - 1.zip,emu_extracted/AuthenticEMUZPlane.cpp,8397,.cpp,code/config,junk,duplicate of EMU_ZPlane_Vault - 1.zip::EMU_ZPlane_Vault/AUTHENTIC/core/AuthenticEMUZPlane.cpp,1d22f55952e66af16b816ec7f29c668973d5ce505ecdeac931b55baac996198a
emu_extracted - 1.zip,emu_extracted/banks/Orbit3_Authentic.json,66899,.json,code/config,keep,,445b43ba8dac9e4f9705f50e5191a2bc9a90cc237ae2fab76c47a446e123f677
emu_extracted - 1.zip,emu_extracted/banks/PlanetPhatt_Authentic.json,102587,.json,code/config,keep,,ae935d910053ce835802f0603c44587e47290811fa69ac44927bcb05856f6b4a
emu_extracted - 1.zip,emu_extracted/banks/XtremeLead1_Authentic.json,17988,.json,code/config,keep,,60912d04678a7586095026a41018032ac42c351ef299b6bbee2da5b95ee664f9
emu_extracted - 1.zip,emu_extracted/CMakeLists.txt,1429,.txt,docs,keep,,0925c4228b8a8741febca2757d11b3cdd9d6a903927361ad1d58719e227a9950
emu_extracted - 1.zip,emu_extracted/EMUFilter.cpp,6026,.cpp,code/config,keep,,46826f874a4f2e9257047cb03ac3fe8c565eea836492619ddc9d018b020fb961
emu_extracted - 1.zip,emu_extracted/EMUFilter.h,10580,.h,code/config,keep,,c4c4eeae925d5226df58db9fd6122ac0c11e6d594f8dc30f910d95ad9441d397
emu_extracted - 1.zip,emu_extracted/EMUFilter1.h,10580,.h,code/config,junk,duplicate of emu_extracted - 1.zip::emu_extracted/EMUFilter.h,c4c4eeae925d5226df58db9fd6122ac0c11e6d594f8dc30f910d95ad9441d397
emu_extracted - 1.zip,emu_extracted/emu_extracted.zip,29719,.zip,archive,keep,,07bb514ffa7454f100a426062b9acd7fb4507a8eb9b2a925355cb0f4f73f4ccd
emu_extracted - 1.zip,emu_extracted/emu_zplane_api.h,1379,.h,code/config,keep,,86a793515f7d578f8d8c1fc08b6ba0480f98741506d7c5f0d8025ddeeaa75f3b
emu_extracted - 1.zip,emu_extracted/FieldEngineFXProcessor.cpp,25001,.cpp,code/config,keep,,5f8d6ab73cc1c558704832989b808a900398e29e0e49a7833bb9decd5f1e552d
emu_extracted - 1.zip,emu_extracted/index.csv,1741,.csv,docs,keep,,1b81d825d6d955e4b7e535a9bf63a116548aab54c97184b191e452ed42e2a430
emu_extracted - 1.zip,emu_extracted/manifest.json,2902,.json,code/config,keep,,dd0dc00ceee2c278c886fcab554cb75e13932d2ace55642223ce59ced4b56a9e
emu_extracted - 1.zip,emu_extracted/README.md,1816,.md,docs,keep,,5dfd9a6519b5ec6291b5ffc860952818ffbb4380eb72aa01001b0664fc459ffd
emu_extracted - 1.zip,emu_extracted/shapes/audity_shapes_A_48k.json,1535,.json,code/config,junk,duplicate of EMU_ZPlane_Vault - 1.zip::EMU_ZPlane_Vault/AUTHENTIC/shapes/audity_shapes_A_48k.json,c20e8bdcb640998007e689f40f3354b73e3a8c8a95597dc325d69ae242c0b2d1
emu_extracted - 1.zip,emu_extracted/shapes/audity_shapes_B_48k.json,1567,.json,code/config,junk,duplicate of EMU_ZPlane_Vault - 1.zip::EMU_ZPlane_Vault/AUTHENTIC/shapes/audity_shapes_B_48k.json,15362e619d2479efbfb9f94cc4288dfc00345916525c55a0269b8a918a11c555
emu_extracted - 1.zip,emu_extracted/ZPlaneFilter.h,9702,.h,code/config,junk,duplicate of EMU_ZPlane_Vault - 1.zip::EMU_ZPlane_Vault/AUTHENTIC/core/ZPlaneFilter.h,e88fb421a28886ce04e696629c58df885f6552da3dfe792279db8721046b4483
emu_extracted - 1.zip,emu_extracted/ZPlaneTables.h,2566,.h,code/config,junk,duplicate of EMU_ZPlane_Vault - 1.zip::EMU_ZPlane_Vault/AUTHENTIC/tables/ZPlaneTables.h,a294e4862f9dfe94692f169d360bdb12aea33c0b423f0c72d1de943e6ee53050
